Date,GPUClock[MHz],MemoryClock[MHz],GPUTemperature[°C],GPUTemperature(HotSpot)[°C],GPULoad[%],MemoryControllerLoad[%],MemoryUsed(Dedicated)[MB],MemoryUsed(Dynamic)[MB],GPUChipPowerDraw[W],GPUVoltage[V],CPUTemperature[°C],SystemMemoryUsed[MB]
2023-05-17 22:17:17 ,42.0,1738.0,53.0,54.0,4,0,509,136,18.0,0.756,77.6,7549
2023-05-17 22:17:18 ,53.0,1728.0,53.0,54.0,5,0,502,132,18.0,0.756,76.5,7565
2023-05-17 22:17:19 ,29.0,1738.0,53.0,54.0,2,0,502,132,18.0,0.731,74.9,7561
2023-05-17 22:17:20 ,30.0,1738.0,53.0,54.0,2,0,506,132,18.0,0.731,73.9,7568
2023-05-17 22:17:21 ,78.0,1738.0,53.0,54.0,8,0,506,132,18.0,0.731,72.4,7567
2023-05-17 22:17:22 ,0.0,1738.0,53.0,54.0,0,0,506,132,16.0,0.0,71.6,7566
2023-05-17 22:17:23 ,0.0,1738.0,53.0,54.0,0,0,507,132,16.0,0.0,70.4,7565
2023-05-17 22:17:24 ,0.0,1738.0,53.0,54.0,0,0,507,132,16.0,0.0,68.9,7575
2023-05-17 22:17:25 ,21.0,1728.0,53.0,54.0,0,0,507,132,17.0,0.731,67.9,7574
2023-05-17 22:17:26 ,5.0,1738.0,53.0,54.0,0,0,507,132,17.0,0.731,67.0,7565
2023-05-17 22:17:27 ,12.0,1738.0,53.0,55.0,0,0,507,132,17.0,0.731,65.8,7575
2023-05-17 22:17:28 ,5.0,1740.0,53.0,55.0,0,0,507,132,17.0,0.756,65.4,7561
2023-05-17 22:17:29 ,8.0,1738.0,54.0,54.0,0,0,518,133,17.0,0.756,66.5,7578
2023-05-17 22:17:30 ,35.0,1738.0,53.0,55.0,1,0,539,135,18.0,0.731,67.5,7631
2023-05-17 22:17:31 ,0.0,1738.0,53.0,55.0,0,0,539,135,16.0,0.0,66.5,7639
2023-05-17 22:17:32 ,78.0,1736.0,54.0,54.0,5,0,539,135,18.0,0.756,65.6,7621
2023-05-17 22:17:33 ,37.0,1738.0,54.0,55.0,0,0,506,132,18.0,0.731,65.5,7575
2023-05-17 22:17:34 ,22.0,1728.0,53.0,55.0,0,0,497,131,18.0,0.731,65.1,7558
2023-05-17 22:17:35 ,0.0,1738.0,53.0,55.0,0,0,497,131,16.0,0.0,64.0,7556
2023-05-17 22:17:36 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,63.0,7572
2023-05-17 22:17:37 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,62.1,7569
2023-05-17 22:17:38 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,61.3,7567
2023-05-17 22:17:39 ,6.0,1738.0,54.0,55.0,0,0,497,131,17.0,0.731,60.5,7568
2023-05-17 22:17:40 ,5.0,1738.0,54.0,55.0,0,0,497,131,17.0,0.0,59.9,7547
2023-05-17 22:17:41 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,59.3,7545
2023-05-17 22:17:42 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,58.6,7542
2023-05-17 22:17:43 ,0.0,1738.0,53.0,55.0,0,0,497,131,16.0,0.0,58.3,7540
2023-05-17 22:17:44 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,57.8,7539
2023-05-17 22:17:45 ,0.0,1736.0,54.0,54.0,0,0,497,131,16.0,0.0,57.3,7541
2023-05-17 22:17:46 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,56.8,7542
2023-05-17 22:17:47 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,56.6,7540
2023-05-17 22:17:48 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,56.5,7541
2023-05-17 22:17:49 ,6.0,1740.0,54.0,55.0,0,0,497,131,17.0,0.731,57.1,7540
2023-05-17 22:17:50 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,56.6,7540
2023-05-17 22:17:51 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,56.3,7541
2023-05-17 22:17:52 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,55.8,7541
2023-05-17 22:17:53 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,55.4,7540
2023-05-17 22:17:54 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,55.3,7539
2023-05-17 22:17:55 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,54.9,7538
2023-05-17 22:17:56 ,0.0,1740.0,54.0,55.0,0,0,497,131,16.0,0.0,54.9,7507
2023-05-17 22:17:57 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,54.6,7511
2023-05-17 22:17:58 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,54.9,7507
2023-05-17 22:17:59 ,0.0,1738.0,54.0,55.0,0,0,497,131,16.0,0.0,54.9,7502
2023-05-17 22:18:00 ,34.0,1736.0,54.0,55.0,1,0,528,145,18.0,0.731,57.6,7600
2023-05-17 22:18:01 ,0.0,1740.0,54.0,55.0,0,0,515,148,16.0,0.0,58.5,7589
2023-05-17 22:18:02 ,0.0,1738.0,54.0,55.0,0,0,515,148,16.0,0.0,59.8,7578
2023-05-17 22:18:03 ,0.0,1738.0,54.0,54.0,0,0,512,145,16.0,0.0,61.5,7530
2023-05-17 22:18:04 ,0.0,1738.0,54.0,55.0,0,0,512,145,16.0,0.0,61.0,7540
2023-05-17 22:18:05 ,0.0,1738.0,54.0,55.0,0,0,512,145,16.0,0.0,60.4,7526
2023-05-17 22:18:06 ,0.0,1738.0,54.0,54.0,0,0,512,145,16.0,0.0,60.3,7525
2023-05-17 22:18:07 ,0.0,1740.0,54.0,55.0,0,0,512,145,16.0,0.0,60.3,7522
2023-05-17 22:18:08 ,0.0,1738.0,54.0,55.0,0,0,512,145,16.0,0.0,60.4,7523
2023-05-17 22:18:09 ,0.0,1738.0,54.0,55.0,0,0,512,145,17.0,0.0,60.3,7522
2023-05-17 22:18:10 ,0.0,1738.0,55.0,55.0,0,0,514,143,17.0,0.0,60.5,7527
2023-05-17 22:18:11 ,5.0,1740.0,54.0,55.0,0,0,512,143,17.0,0.731,60.0,7525
2023-05-17 22:18:12 ,0.0,1738.0,54.0,55.0,0,0,512,143,16.0,0.0,59.4,7526
2023-05-17 22:18:13 ,0.0,1738.0,54.0,55.0,0,0,512,143,16.0,0.0,59.5,7523
2023-05-17 22:18:14 ,30.0,1738.0,54.0,55.0,1,0,512,143,18.0,0.731,61.4,7540
2023-05-17 22:18:15 ,2.0,1736.0,54.0,55.0,0,0,512,143,17.0,0.0,62.1,7538
2023-05-17 22:18:16 ,0.0,1738.0,54.0,55.0,0,0,512,143,17.0,0.0,63.4,7541
2023-05-17 22:18:17 ,50.0,1738.0,54.0,55.0,2,0,539,144,18.0,0.731,66.3,7562
2023-05-17 22:18:18 ,40.0,1738.0,55.0,56.0,4,0,540,144,18.0,0.731,66.3,7558
2023-05-17 22:18:19 ,24.0,1738.0,55.0,55.0,1,0,546,144,18.0,0.731,66.0,7545
2023-05-17 22:18:20 ,45.0,1736.0,54.0,56.0,1,0,547,144,17.0,0.731,66.1,7475
2023-05-17 22:18:21 ,5.0,1738.0,55.0,55.0,0,0,547,144,17.0,0.731,67.3,7473
2023-05-17 22:18:22 ,16.0,1738.0,55.0,55.0,1,0,547,144,17.0,0.731,73.3,7557
2023-05-17 22:18:23 ,0.0,1738.0,55.0,55.0,0,0,547,144,17.0,0.0,72.5,7532
2023-05-17 22:18:24 ,11.0,1738.0,55.0,56.0,0,0,547,144,17.0,0.731,72.3,7563
2023-05-17 22:18:25 ,99.0,1738.0,55.0,56.0,8,1,547,144,18.0,0.731,71.8,7556
2023-05-17 22:18:26 ,99.0,1738.0,55.0,56.0,8,1,548,144,18.0,0.731,70.8,7560
2023-05-17 22:18:27 ,0.0,1740.0,55.0,55.0,0,0,547,144,16.0,0.0,74.5,7637
2023-05-17 22:18:28 ,95.0,1740.0,55.0,56.0,3,0,547,144,18.0,0.731,76.1,7645
2023-05-17 22:18:29 ,115.0,1738.0,55.0,56.0,6,0,547,144,18.0,0.731,76.8,7651
2023-05-17 22:18:30 ,43.0,1740.0,55.0,56.0,3,0,547,144,17.0,0.731,76.4,7642
2023-05-17 22:18:31 ,20.0,1740.0,55.0,56.0,2,0,547,144,16.0,0.731,75.6,7770
2023-05-17 22:18:32 ,55.0,1740.0,55.0,55.0,5,0,547,144,16.0,0.731,78.8,7651
2023-05-17 22:18:33 ,56.0,1740.0,55.0,56.0,5,0,547,144,16.0,0.731,81.8,7677
2023-05-17 22:18:34 ,15.0,1738.0,55.0,56.0,1,0,547,144,16.0,0.731,82.9,7662
2023-05-17 22:18:35 ,12.0,1740.0,55.0,56.0,0,0,547,144,16.0,0.731,83.8,7642
2023-05-17 22:18:36 ,6.0,1738.0,55.0,56.0,0,0,547,144,17.0,0.731,85.4,7983
2023-05-17 22:18:37 ,6.0,1740.0,55.0,55.0,0,0,547,144,17.0,0.731,86.3,7812
2023-05-17 22:18:38 ,6.0,1740.0,55.0,56.0,0,0,547,144,16.0,0.731,86.6,7673
2023-05-17 22:18:39 ,5.0,1738.0,55.0,56.0,0,0,547,144,17.0,0.756,87.3,7663
2023-05-17 22:18:40 ,1.0,1736.0,55.0,56.0,0,0,547,144,17.0,0.0,86.3,7739
2023-05-17 22:18:41 ,5.0,1738.0,55.0,56.0,0,0,549,144,17.0,0.731,87.3,7678
2023-05-17 22:18:42 ,75.0,1728.0,56.0,56.0,5,0,549,144,18.0,0.756,86.8,7567
2023-05-17 22:18:43 ,91.0,1740.0,55.0,56.0,4,0,549,144,18.0,0.731,86.5,6371
2023-05-17 22:18:44 ,0.0,1740.0,55.0,56.0,0,0,549,144,17.0,0.0,86.9,6056
2023-05-17 22:18:45 ,0.0,1738.0,55.0,56.0,0,0,600,149,16.0,0.0,87.6,5963
2023-05-17 22:18:46 ,0.0,1738.0,55.0,56.0,0,0,639,140,16.0,0.0,90.0,5918
2023-05-17 22:18:47 ,1138.0,1736.0,55.0,56.0,51,3,1334,174,16.0,0.756,91.9,5915
2023-05-17 22:18:48 ,11.0,1738.0,55.0,56.0,0,0,1371,174,16.0,0.731,91.4,5933
2023-05-17 22:18:49 ,1636.0,1736.0,59.0,66.0,72,18,1371,174,62.0,0.768,90.3,5930
2023-05-17 22:18:50 ,2131.0,1738.0,61.0,69.0,96,27,1371,174,69.0,0.856,88.9,5954
2023-05-17 22:18:51 ,2080.0,1738.0,61.0,70.0,89,24,1371,174,69.0,0.825,87.5,5931
2023-05-17 22:18:52 ,1912.0,1738.0,62.0,69.0,79,20,1371,174,64.0,0.812,86.3,5930
2023-05-17 22:18:53 ,2108.0,1738.0,63.0,71.0,96,27,1371,174,70.0,0.9,85.3,5942
2023-05-17 22:18:54 ,1937.0,1738.0,63.0,70.0,77,20,1371,174,64.0,0.843,84.4,5945
2023-05-17 22:18:55 ,13.0,1738.0,63.0,65.0,0,0,1371,174,30.0,0.731,86.6,6048
2023-05-17 22:18:56 ,0.0,1738.0,61.0,61.0,0,0,1374,174,16.0,0.0,86.6,6248
2023-05-17 22:18:57 ,5.0,1738.0,60.0,61.0,0,0,1374,174,16.0,0.731,87.1,6239
2023-05-17 22:18:58 ,15.0,1730.0,60.0,61.0,0,0,1394,176,16.0,0.756,87.1,6246
2023-05-17 22:18:59 ,6.0,1738.0,60.0,61.0,0,0,1427,179,16.0,0.731,87.3,6350
2023-05-17 22:19:00 ,169.0,1738.0,60.0,60.0,15,1,1576,193,20.0,0.731,89.4,6809
2023-05-17 22:19:01 ,861.0,1734.0,60.0,60.0,25,1,1654,193,20.0,0.756,89.0,7263
2023-05-17 22:19:02 ,897.0,1736.0,60.0,61.0,37,2,1740,193,20.0,0.756,88.5,7751
2023-05-17 22:19:03 ,0.0,1738.0,60.0,60.0,0,0,1806,193,17.0,0.0,90.6,7864
2023-05-17 22:19:04 ,781.0,1736.0,60.0,61.0,33,1,1898,193,20.0,0.731,90.5,8531
2023-05-17 22:19:05 ,747.0,1736.0,60.0,61.0,36,1,2005,193,20.0,0.756,90.1,9641
2023-05-17 22:19:06 ,875.0,1738.0,60.0,61.0,48,2,2063,193,21.0,0.756,89.3,9769
2023-05-17 22:19:07 ,703.0,1734.0,60.0,61.0,22,2,2063,193,20.0,0.731,88.3,9851
2023-05-17 22:19:08 ,165.0,1740.0,60.0,61.0,14,1,2063,193,20.0,0.731,86.1,9835
2023-05-17 22:19:09 ,163.0,1740.0,59.0,61.0,13,1,2064,193,20.0,0.756,84.3,9834
2023-05-17 22:19:10 ,249.0,1740.0,59.0,60.0,10,0,2070,193,20.0,0.731,82.6,9835
2023-05-17 22:19:11 ,173.0,1738.0,59.0,61.0,15,1,2070,193,20.0,0.756,83.4,9807
2023-05-17 22:19:12 ,702.0,1732.0,59.0,61.0,19,2,2070,193,20.0,0.731,83.5,9799
2023-05-17 22:19:13 ,705.0,1740.0,60.0,61.0,17,1,2070,193,20.0,0.731,83.5,9772
2023-05-17 22:19:14 ,730.0,1738.0,59.0,60.0,19,1,2070,193,20.0,0.731,84.0,9781
2023-05-17 22:19:15 ,132.0,1740.0,59.0,60.0,13,1,2070,193,20.0,0.731,83.4,9776
2023-05-17 22:19:16 ,104.0,1740.0,59.0,60.0,12,1,2070,193,20.0,0.731,83.0,9776
2023-05-17 22:19:17 ,107.0,1730.0,60.0,60.0,13,2,2070,193,20.0,0.731,82.6,9774
2023-05-17 22:19:18 ,754.0,1730.0,59.0,60.0,18,1,2070,193,19.0,0.756,82.4,9779
2023-05-17 22:19:19 ,735.0,1740.0,59.0,60.0,17,1,2070,193,20.0,0.731,82.1,9700
2023-05-17 22:19:20 ,874.0,1734.0,59.0,60.0,24,1,2070,193,20.0,0.756,82.1,9708
2023-05-17 22:19:21 ,734.0,1740.0,59.0,60.0,23,1,2070,193,20.0,0.731,82.1,9706
2023-05-17 22:19:22 ,739.0,1740.0,59.0,60.0,16,1,2070,193,19.0,0.731,81.9,9708
2023-05-17 22:19:23 ,725.0,1730.0,59.0,60.0,26,1,2070,193,20.0,0.756,81.9,9708
2023-05-17 22:19:24 ,716.0,1732.0,59.0,60.0,21,1,2070,193,19.0,0.731,81.8,9708
2023-05-17 22:19:25 ,751.0,1740.0,59.0,60.0,33,2,2070,193,20.0,0.731,82.0,9706
2023-05-17 22:19:26 ,749.0,1732.0,59.0,60.0,26,2,2070,193,21.0,0.756,81.8,9711
2023-05-17 22:19:27 ,721.0,1738.0,59.0,60.0,19,1,2070,193,20.0,0.731,81.8,9715
2023-05-17 22:19:28 ,738.0,1740.0,59.0,60.0,19,0,2070,193,19.0,0.731,82.5,9756
2023-05-17 22:19:29 ,105.0,1732.0,59.0,60.0,12,0,2074,193,18.0,0.756,86.8,9808
2023-05-17 22:19:30 ,1.0,1736.0,59.0,60.0,0,0,2328,195,16.0,0.0,88.0,10085
2023-05-17 22:19:31 ,2158.0,1738.0,62.0,70.0,98,15,2424,195,69.0,0.9,88.8,10485
2023-05-17 22:19:32 ,2144.0,1738.0,63.0,71.0,97,16,2559,195,69.0,0.887,91.8,10379
2023-05-17 22:19:33 ,2132.0,1738.0,64.0,73.0,98,16,2584,195,70.0,0.887,93.8,10483
2023-05-17 22:19:34 ,2142.0,1738.0,65.0,74.0,98,15,2584,195,70.0,0.893,94.6,10568
2023-05-17 22:19:35 ,2127.0,1738.0,65.0,73.0,97,17,2584,195,66.0,0.887,95.0,10706
2023-05-17 22:19:36 ,2154.0,1738.0,66.0,75.0,97,16,2584,195,70.0,0.9,94.5,10866
2023-05-17 22:19:37 ,2151.0,1738.0,67.0,75.0,96,16,2584,195,70.0,0.887,93.8,10736
2023-05-17 22:19:38 ,2151.0,1738.0,67.0,75.0,97,16,2584,195,70.0,0.9,93.0,10476
2023-05-17 22:19:39 ,2155.0,1738.0,68.0,76.0,98,16,2584,195,71.0,0.9,92.0,10451
2023-05-17 22:19:40 ,2155.0,1738.0,68.0,77.0,98,17,2584,195,71.0,0.9,91.0,10470
2023-05-17 22:19:41 ,2153.0,1738.0,69.0,77.0,97,16,2584,195,71.0,0.9,90.1,10490
2023-05-17 22:19:42 ,2151.0,1738.0,69.0,77.0,95,15,2584,195,71.0,0.893,89.4,10473
2023-05-17 22:19:43 ,2144.0,1738.0,70.0,78.0,97,16,2584,195,71.0,0.9,88.6,10459
2023-05-17 22:19:44 ,2154.0,1738.0,70.0,79.0,96,17,2584,195,72.0,0.881,88.0,10456
2023-05-17 22:19:45 ,2147.0,1738.0,70.0,79.0,97,15,2584,195,72.0,0.9,87.5,10458
2023-05-17 22:19:46 ,2148.0,1738.0,70.0,79.0,97,15,2584,195,72.0,0.9,87.3,10459
2023-05-17 22:19:47 ,2155.0,1738.0,71.0,80.0,98,16,2592,195,72.0,0.9,86.9,10461
2023-05-17 22:19:48 ,2154.0,1738.0,71.0,80.0,98,16,2592,193,72.0,0.9,86.6,10462
2023-05-17 22:19:49 ,2153.0,1738.0,71.0,80.0,98,16,2592,193,72.0,0.9,86.5,10462
2023-05-17 22:19:50 ,2154.0,1738.0,72.0,81.0,98,16,2592,193,73.0,0.9,86.3,10479
2023-05-17 22:19:51 ,2151.0,1738.0,72.0,81.0,97,15,2592,193,73.0,0.9,86.3,10483
2023-05-17 22:19:52 ,2156.0,1738.0,72.0,81.0,96,16,2598,193,73.0,0.881,86.1,10480
2023-05-17 22:19:53 ,2152.0,1738.0,72.0,82.0,98,17,2612,193,73.0,0.9,86.0,10472
2023-05-17 22:19:54 ,2155.0,1738.0,72.0,83.0,98,18,2612,193,73.0,0.9,85.6,10473
2023-05-17 22:19:55 ,2153.0,1738.0,73.0,81.0,97,15,2612,193,73.0,0.9,85.6,10478
2023-05-17 22:19:56 ,2155.0,1738.0,73.0,82.0,97,16,2612,193,73.0,0.887,85.6,10484
2023-05-17 22:19:57 ,2153.0,1738.0,73.0,82.0,98,15,2612,193,73.0,0.9,85.6,10486
2023-05-17 22:19:58 ,2151.0,1738.0,74.0,83.0,97,15,2612,193,73.0,0.9,85.8,10486
2023-05-17 22:19:59 ,2154.0,1738.0,74.0,83.0,98,17,2612,193,73.0,0.9,85.8,10486
2023-05-17 22:20:00 ,2144.0,1738.0,74.0,82.0,96,15,2612,193,73.0,0.9,85.8,10531
2023-05-17 22:20:01 ,2153.0,1738.0,74.0,83.0,98,16,2614,193,73.0,0.9,85.0,10497
2023-05-17 22:20:02 ,2146.0,1738.0,74.0,82.0,96,16,2614,193,69.0,0.875,86.3,10111
2023-05-17 22:20:03 ,1935.0,1740.0,73.0,80.0,98,16,2638,193,58.0,0.85,87.3,10201
2023-05-17 22:20:04 ,1759.0,1738.0,73.0,79.0,97,13,2640,193,54.0,0.787,90.8,10276
2023-05-17 22:20:05 ,1776.0,1738.0,73.0,79.0,98,15,2640,193,55.0,0.793,93.0,10353
2023-05-17 22:20:06 ,1986.0,1738.0,71.0,76.0,94,15,2640,193,35.0,0.893,93.6,10174
2023-05-17 22:20:07 ,2146.0,1738.0,73.0,82.0,96,17,2640,193,73.0,0.893,93.1,10182
2023-05-17 22:20:08 ,1852.0,1738.0,74.0,80.0,98,13,2640,193,64.0,0.806,94.3,10249
2023-05-17 22:20:09 ,1814.0,1738.0,73.0,79.0,98,15,2640,193,56.0,0.8,94.9,10340
2023-05-17 22:20:10 ,1853.0,1738.0,73.0,79.0,97,15,2640,193,56.0,0.812,95.3,10434
2023-05-17 22:20:11 ,1736.0,1738.0,73.0,78.0,96,14,2640,193,54.0,0.787,95.4,10563
2023-05-17 22:20:12 ,2148.0,1738.0,75.0,83.0,97,16,2640,193,74.0,0.9,94.4,10564
2023-05-17 22:20:13 ,2152.0,1738.0,75.0,84.0,97,17,2640,193,74.0,0.9,93.4,10564
2023-05-17 22:20:14 ,2151.0,1738.0,75.0,84.0,98,17,2640,193,74.0,0.9,92.6,10580
2023-05-17 22:20:15 ,2151.0,1738.0,75.0,84.0,98,16,2640,193,74.0,0.9,91.8,10584
2023-05-17 22:20:16 ,2152.0,1738.0,76.0,85.0,97,16,2640,193,74.0,0.9,91.0,10563
2023-05-17 22:20:17 ,2152.0,1738.0,76.0,85.0,96,16,2640,193,74.0,0.875,90.4,10566
2023-05-17 22:20:18 ,126.0,1740.0,74.0,75.0,13,0,2625,179,23.0,0.731,89.6,10559
2023-05-17 22:20:19 ,0.0,1738.0,72.0,73.0,0,0,2625,179,18.0,0.0,89.3,10582
2023-05-17 22:20:20 ,1417.0,1744.0,71.0,72.0,45,0,2804,263,19.0,0.731,92.0,10679
2023-05-17 22:20:21 ,7.0,1732.0,70.0,72.0,0,0,2827,263,17.0,0.731,92.8,10792
2023-05-17 22:20:22 ,2133.0,1738.0,74.0,81.0,96,17,2875,263,70.0,0.9,92.1,10884
2023-05-17 22:20:23 ,2139.0,1738.0,74.0,81.0,97,17,2918,263,68.0,0.9,91.6,10878
2023-05-17 22:20:24 ,2132.0,1738.0,75.0,82.0,97,19,2961,263,71.0,0.9,91.1,10882
2023-05-17 22:20:25 ,2132.0,1738.0,75.0,82.0,97,19,2961,263,71.0,0.9,90.8,10890
2023-05-17 22:20:26 ,2142.0,1738.0,75.0,83.0,96,19,2961,263,70.0,0.9,90.4,10886
2023-05-17 22:20:27 ,2141.0,1738.0,74.0,82.0,94,17,2961,263,70.0,0.862,90.1,10870
2023-05-17 22:20:28 ,2143.0,1738.0,75.0,83.0,97,17,2961,263,70.0,0.9,90.1,10877
2023-05-17 22:20:29 ,2085.0,1738.0,75.0,84.0,95,15,3022,263,69.0,0.9,89.9,10878
2023-05-17 22:20:30 ,2142.0,1738.0,75.0,85.0,97,11,3069,263,72.0,0.9,89.3,10890
2023-05-17 22:20:31 ,1949.0,1738.0,75.0,83.0,92,13,3069,263,64.0,0.9,89.6,10906
2023-05-17 22:20:32 ,1708.0,1736.0,75.0,81.0,80,11,3069,263,58.0,0.8,89.3,10895
2023-05-17 22:20:33 ,1677.0,1736.0,75.0,82.0,82,12,3069,263,57.0,0.862,89.0,10894
2023-05-17 22:20:34 ,1761.0,1738.0,74.0,81.0,79,11,3069,263,57.0,0.768,88.8,10900
2023-05-17 22:20:35 ,1752.0,1738.0,74.0,81.0,84,12,3069,263,56.0,0.887,88.4,10892
2023-05-17 22:20:36 ,1718.0,1736.0,75.0,81.0,82,10,3069,263,58.0,0.837,88.3,10906
2023-05-17 22:20:37 ,1812.0,1738.0,75.0,81.0,79,11,3069,263,59.0,0.756,88.1,10901
2023-05-17 22:20:38 ,1752.0,1736.0,75.0,82.0,79,11,3078,263,58.0,0.756,88.0,10899
2023-05-17 22:20:39 ,1931.0,1738.0,75.0,82.0,89,14,3090,263,62.0,0.9,87.9,10908
2023-05-17 22:20:40 ,1920.0,1738.0,75.0,82.0,90,13,3090,263,62.0,0.9,87.9,10899
2023-05-17 22:20:41 ,1987.0,1744.0,75.0,83.0,90,14,3090,263,63.0,0.862,87.9,10913
2023-05-17 22:20:42 ,1939.0,1738.0,75.0,82.0,91,14,3090,263,62.0,0.9,87.8,10911
2023-05-17 22:20:43 ,1851.0,1738.0,75.0,82.0,86,12,3090,263,62.0,0.837,87.8,10912
2023-05-17 22:20:44 ,1874.0,1738.0,75.0,82.0,87,13,3090,263,62.0,0.868,87.6,10903
2023-05-17 22:20:45 ,1852.0,1738.0,75.0,83.0,89,13,3090,263,62.0,0.9,87.6,10903
2023-05-17 22:20:46 ,1732.0,1738.0,75.0,81.0,77,10,3096,263,55.0,0.768,88.0,10915
2023-05-17 22:20:47 ,2144.0,1738.0,76.0,85.0,97,15,3133,263,70.0,0.9,88.1,10921
2023-05-17 22:20:48 ,1818.0,1738.0,75.0,81.0,85,11,3139,263,58.0,0.887,87.9,10924
2023-05-17 22:20:49 ,1813.0,1742.0,75.0,81.0,79,12,3139,263,57.0,0.768,87.8,10919
2023-05-17 22:20:50 ,1708.0,1736.0,75.0,81.0,82,11,3139,263,55.0,0.85,87.9,10934
2023-05-17 22:20:51 ,1724.0,1736.0,75.0,81.0,75,11,3139,263,56.0,0.756,87.8,10935
2023-05-17 22:20:52 ,1676.0,1736.0,75.0,81.0,78,10,3139,263,55.0,0.825,87.8,10927
2023-05-17 22:20:53 ,1706.0,1738.0,74.0,80.0,79,11,3139,263,55.0,0.818,87.6,10933
2023-05-17 22:20:54 ,1748.0,1742.0,74.0,81.0,78,11,3139,263,55.0,0.806,87.6,10932
2023-05-17 22:20:55 ,1653.0,1736.0,74.0,80.0,79,10,3139,263,55.0,0.818,87.6,10921
2023-05-17 22:20:56 ,1691.0,1736.0,75.0,80.0,83,12,3139,263,55.0,0.881,87.5,10926
2023-05-17 22:20:57 ,1703.0,1736.0,75.0,80.0,81,11,3117,266,55.0,0.85,88.3,11112
2023-05-17 22:20:58 ,28.0,1740.0,73.0,74.0,2,0,3117,266,23.0,0.731,88.1,11055
2023-05-17 22:20:59 ,170.0,1738.0,72.0,73.0,12,0,3139,266,24.0,0.731,87.8,11092
2023-05-17 22:21:00 ,698.0,1730.0,72.0,74.0,20,1,3179,284,26.0,0.756,88.4,11331
2023-05-17 22:21:01 ,697.0,1740.0,71.0,73.0,19,2,3231,288,27.0,0.731,88.3,11313
2023-05-17 22:21:02 ,26.0,1738.0,71.0,72.0,1,0,3188,288,25.0,0.731,88.1,11505
2023-05-17 22:21:03 ,22.0,1738.0,71.0,72.0,1,0,3280,299,25.0,0.731,90.6,11763
2023-05-17 22:21:04 ,696.0,1742.0,70.0,72.0,27,2,3344,305,26.0,0.731,92.9,12060
2023-05-17 22:21:05 ,1011.0,1742.0,70.0,72.0,38,5,3364,308,27.0,0.731,92.5,12089
2023-05-17 22:21:06 ,908.0,1740.0,70.0,71.0,24,4,3374,308,27.0,0.731,91.9,12137
2023-05-17 22:21:07 ,1024.0,1738.0,69.0,71.0,37,5,3537,310,27.0,0.762,91.8,12225
2023-05-17 22:21:08 ,689.0,1738.0,69.0,71.0,89,9,3554,312,27.0,0.756,91.3,12204
2023-05-17 22:21:09 ,1318.0,1736.0,69.0,71.0,83,7,3485,312,28.0,0.768,91.1,11710
2023-05-17 22:21:10 ,1167.0,1744.0,69.0,71.0,62,5,3487,312,29.0,0.731,90.5,12643
2023-05-17 22:21:11 ,835.0,1740.0,69.0,70.0,18,2,3489,312,27.0,0.731,90.4,12818
2023-05-17 22:21:12 ,696.0,1742.0,68.0,70.0,36,2,3486,312,26.0,0.731,90.1,12785
2023-05-17 22:21:13 ,83.0,1740.0,69.0,70.0,4,0,3506,312,26.0,0.731,90.0,12540
2023-05-17 22:21:14 ,119.0,1740.0,69.0,70.0,7,1,3481,312,26.0,0.731,89.8,11807
2023-05-17 22:21:15 ,99.0,1732.0,68.0,69.0,12,0,3477,312,25.0,0.731,89.1,11712
2023-05-17 22:21:16 ,2146.0,1738.0,69.0,76.0,98,18,3496,312,53.0,0.893,89.3,11566
2023-05-17 22:21:17 ,2112.0,1738.0,71.0,79.0,96,19,3496,312,71.0,0.9,89.4,11552
2023-05-17 22:21:18 ,2153.0,1738.0,72.0,81.0,98,19,3496,306,72.0,0.9,89.3,11526
2023-05-17 22:21:19 ,2043.0,1738.0,72.0,81.0,90,16,3496,306,70.0,0.843,89.1,11534
2023-05-17 22:21:20 ,2069.0,1738.0,73.0,82.0,89,17,3496,306,73.0,0.837,89.3,11588
2023-05-17 22:21:21 ,2137.0,1738.0,73.0,82.0,97,20,3496,308,72.0,0.9,89.4,11557
2023-05-17 22:21:22 ,2120.0,1738.0,74.0,83.0,97,16,3487,308,74.0,0.9,89.4,11448
